effect,bri,watt
snowflake,5,2.65
snowflake,15,2.72
snowflake,25,2.81
snowflake,35,2.96
snowflake,45,3.1
snowflake,55,3.31
snowflake,65,3.54
snowflake,75,3.63
snowflake,85,3.96
snowflake,95,3.95
snowflake,105,4.09
snowflake,115,4.48
snowflake,125,4.43
snowflake,135,4.59
snowflake,145,4.83
snowflake,155,5.18
snowflake,165,5.13
snowflake,175,5.59
snowflake,185,5.72
snowflake,195,5.88
snowflake,205,5.86
snowflake,215,6.16
snowflake,225,6.32
snowflake,235,6.22
snowflake,245,7.23
snowflake,255,6.82
energetic,5,2.78
energetic,15,3.1
energetic,25,3.64
energetic,35,4.35
energetic,45,5.13
energetic,55,5.69
energetic,65,6.39
energetic,75,6.84
energetic,85,7.61
energetic,95,8.48
energetic,105,9.22
energetic,115,9.47
energetic,125,10.15
energetic,135,9.83
energetic,145,12.01
energetic,155,11.57
energetic,165,12.25
energetic,175,12.28
energetic,185,13.62
energetic,195,14.51
energetic,205,14.93
energetic,215,15.98
energetic,225,16.67
energetic,235,15.86
energetic,245,17.62
energetic,255,19.11
breathe,5,4.91
breathe,15,5.25
breathe,25,5.32
breathe,35,5.55
breathe,45,5.86
breathe,55,5.92
breathe,65,5.88
breathe,75,6.34
breathe,85,6.85
breathe,95,6.3
breathe,105,6.56
breathe,115,7.04
breathe,125,6.68
breathe,135,7.63
breathe,145,7.09
breathe,155,7.41
breathe,165,7.89
breathe,175,5.9
breathe,185,5.71
breathe,195,7.28
breathe,205,6.81
breathe,215,9.32
breathe,225,7.26
breathe,235,6.86
breathe,245,5.79
breathe,255,8.66
crossing,5,2.79
crossing,15,3.15
crossing,25,3.61
crossing,35,4.44
crossing,45,5.33
crossing,55,6.22
crossing,65,7.16
crossing,75,7.77
crossing,85,8.66
crossing,95,9.49
crossing,105,10.37
crossing,115,11.23
crossing,125,12.1
crossing,135,12.49
crossing,145,13.35
crossing,155,14.21
crossing,165,15.08
crossing,175,15.92
crossing,185,16.76
crossing,195,17.38
crossing,205,18.21
crossing,215,19.05
crossing,225,19.78
crossing,235,20.59
crossing,245,21.38
crossing,255,22.23
